facility_code,issue_info,facility_name,patient_name,tel_num,patient_ssn,fax_num,disease_code,doctor_name,license_type,license_no,med_name_1,med_name_2,med_name_3,med_name_4,med_name_5,med_name_6,med_name_7,dose_1,dose_2,dose_3,dose_4,dose_5,dose_6,dose_7,freq_1,freq_2,freq_3,freq_4,freq_5,freq_6,freq_7,days_1,days_2,days_3,days_4,days_5,days_6,days_7,med_usage,inject_in,inject_out,inject_name_1,inject_dose_1,inject_freq_1,inject_days_1,inject_name_2,inject_dose_2,inject_freq_2,inject_days_2,inject_name_3,inject_dose_3,inject_freq_3,inject_days_3,pharmacy_note,copay_code,valid_period,dispense_facility,change_note,pharmacist_name,dispense_amount,dispense_date
72324978,2024년 02월 28일 - 제 9982 호,부산가정의학과,류도윤,051-234-5678,631207-1322685,051-234-5679,N39.0,박수아,의사,제 45362 호,세티리진정10mg,,,,,,,1정,,,,,,,1회,,,,,,,14일,,,,,,,"매식(전,간,후) 30분 복용",[  ]원 내 조제,[✓]원 외 처방,부스코판주사,1앰플,1회,1일,온단세트론주사,1앰플,1회,1일,,,,,냉장보관,1,발급일부터 ( 7 )일간,,,,,
11326231,2025년 10월 17일 - 제 8217 호,대구미래의원,홍지유,053-789-0123,610517-1401537,053-789-0124,F41.1,정성민,치과의사,제 38456 호,글리메피리드정2mg,로사르탄정50mg,클로르페니라민정4mg,프레드니솔론정5mg,,,,1정,1정,1정,1정,,,,1회,1회,3회,3회,,,,7일,7일,7일,7일,,,,매식간,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,냉장보관,2,발급일부터 ( 30 )일간,,,,,
30955982,2024년 12월 20일 - 제 5822 호,세종스마일의원,권지유,044-777-8888,800515-1700743,044-777-8889,J20.9,최준우,한의사,제 71959 호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,,4,발급일부터 ( 3 )일간,,,,,
62178060,2025년 05월 17일 - 제 9178 호,부천중앙의원,허현준,032-333-4444,930205-2930834,032-333-4445,G43.9,황민호,치과의사,제 91263 호,세팔렉신캡슐500mg,나프록센정250mg,시메티딘정400mg,돔페리돈정10mg,,,,1캡슐,1정,1정,1정,,,,3회,3회,2회,3회,,,,2일,2일,2일,2일,,,,취침전,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,,3,발급일부터 ( 30 )일간,,,,,
30640411,2024년 04월 05일 - 제 4321 호,대전선병원의원,심준우,042-111-2222,891018-1202823,042-111-2223,N39.0,오주원,한의사,제 37835 호,아목시실린캡슐250mg,로라타딘정10mg,프레드니솔론정5mg,메트포르민정1000mg,오메프라졸캡슐20mg,모사프리드정5mg,레보플록사신정500mg,1캡슐,1정,1정,1정,1캡슐,1정,1정,3회,1회,3회,2회,1회,3회,1회,7일,7일,7일,7일,7일,7일,7일,자기전,[  ]원 내 조제,[✓]원 외 처방,비타민B12주사,1앰플,1회,1일,덱사메타손주사,1앰플,1회,1일,,,,,,2,발급일부터 ( 14 )일간,,,,,
17855387,2024년 02월 22일 - 제 8639 호,천안보훈의원,이지현,041-666-7777,571217-2859321,041-666-7778,J03.9,조예은,의사,제 38188 호,세팔렉신캡슐500mg,프레드니솔론정5mg,나프록센정250mg,펙소페나딘정120mg,아스피린정100mg,,,1캡슐,1정,1정,1정,1정,,,3회,1회,3회,2회,1회,,,30일,30일,30일,30일,30일,,,매식후,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,냉장보관,3,발급일부터 ( 7 )일간,,,,,
29251272,2025년 09월 12일 - 제 8965 호,서울내과의원,이지훈,02-1234-5678,771012-2123086,02-1234-5679,K29.7,이민서,의사,제 88942 호,독시사이클린캡슐100mg,오메프라졸캡슐20mg,펙소페나딘정120mg,,,,,1캡슐,1캡슐,1정,,,,,2회,1회,1회,,,,,3일,3일,3일,,,,,아침식후,[✓]원 내 조제,[  ]원 외 처방,생리식염수주사,1앰플,1회,1일,케토롤락주사,1앰플,1회,1일,,,,,,5,발급일부터 ( 3 )일간,,,,,
73536735,2024년 12월 02일 - 제 5964 호,세종스마일의원,박현수,044-777-8888,530817-1174285,044-777-8889,I10,최지호,치과의사,제 65940 호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,,1,발급일부터 ( 30 )일간,,,,,
36386401,2025년 02월 26일 - 제 4110 호,안산연세의원,남준서,031-444-5555,951025-1237155,031-444-5556,Z00.0,문현수,한의사,제 51699 호,타이레놀정500밀리그램,프레드니솔론정5mg,,,,,,1정,1정,,,,,,3회,2회,,,,,,30일,30일,,,,,,자기전,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,,4,발급일부터 ( 3 )일간,,,,,
29668463,2025년 06월 08일 - 제 3951 호,대전연세의원,김준서,042-345-6789,590522-2375651,042-345-6780,K29.7,정서연,치과의사,제 10520 호,암로디핀정5mg,프레드니솔론정5mg,오메프라졸캡슐20mg,세팔렉신캡슐500mg,레보세티리진정5mg,암로디핀정10mg,,1정,1정,1캡슐,1캡슐,1정,1정,,1회,3회,1회,3회,1회,1회,,1일,1일,1일,1일,1일,1일,,자기전,[  ]원 내 조제,[✓]원 외 처방,리도카인주사,1앰플,1회,1일,부스코판주사,1앰플,1회,1일,온단세트론주사,1앰플,1회,1일,,4,발급일부터 ( 14 )일간,,,,,
65131171,2024년 05월 02일 - 제 6629 호,강릉동인의원,안하은,033-999-0000,691120-2364864,033-999-0001,J45.9,오지현,의사,제 87556 호,타이레놀정500밀리그램,아지스로마이신정250mg,아목시실린캡슐250mg,암로디핀정5mg,,,,1정,1정,1캡슐,1정,,,,3회,1회,3회,1회,,,,7일,7일,7일,7일,,,,"매식(전,간,후) 30분 복용",[  ]원 내 조제,[✓]원 외 처방,리도카인주사,1앰플,1회,1일,페니라민주사,1앰플,1회,1일,,,,,,1,발급일부터 ( 14 )일간,,,,,
47414918,2024년 05월 14일 - 제 9568 호,광주한마음의원,배도현,062-456-7890,700222-2336243,062-456-7891,K21.0,안채원,의사,제 61301 호,세팔렉신캡슐500mg,트리메부틴정100mg,아목시실린캡슐250mg,판토프라졸정40mg,이부프로펜정400mg,레보플록사신정500mg,,1캡슐,1정,1캡슐,1정,1정,1정,,3회,3회,3회,1회,2회,1회,,14일,14일,14일,14일,14일,14일,,아침식후,[  ]원 내 조제,[✓]원 외 처방,메토클로프라미드주사,1앰플,1회,1일,트라넥삼산주사,1앰플,1회,1일,,,,,,6,발급일부터 ( 14 )일간,,,,,
16217664,2025년 07월 15일 - 제 8670 호,창원성심의원,이수아,055-555-6666,510325-2208211,055-555-6667,K59.0,박나은,치과의사,제 39451 호,나프록센정250mg,레보플록사신정500mg,아목시실린캡슐250mg,,,,,1정,1정,1캡슐,,,,,3회,1회,3회,,,,,30일,30일,30일,,,,,매식간,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,빛을 피해 보관,6,발급일부터 ( 30 )일간,,,,,
20993974,2024년 08월 14일 - 제 2321 호,울산바른의원,허지우,052-890-1234,790820-1410054,052-890-1235,J18.9,홍민재,의사,제 27510 호,이부프로펜정400mg,세티리진정10mg,,,,,,1정,1정,,,,,,2회,1회,,,,,,30일,30일,,,,,,아침저녁식후,[✓]원 내 조제,[  ]원 외 처방,비타민C주사,1앰플,1회,1일,,,,,,,,,,,발급일부터 ( 14 )일간,,,,,
65891785,2025년 02월 16일 - 제 3534 호,부천중앙의원,신지민,032-333-4444,670522-2782869,032-333-4445,K59.0,고지훈,치과의사,제 43949 호,메트포르민정1000mg,메트포르민정500mg,,,,,,1정,1정,,,,,,2회,2회,,,,,,1일,1일,,,,,,매식간,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,,6,발급일부터 ( 3 )일간,,,,,
34001930,2025년 05월 10일 - 제 5171 호,목포중앙의원,전유진,061-888-9999,661128-1980422,061-888-9990,E11.9,황다은,한의사,제 67189 호,글리메피리드정2mg,독시사이클린캡슐100mg,트리메부틴정100mg,레보플록사신정500mg,,,,1정,1캡슐,1정,1정,,,,1회,1회,3회,1회,,,,7일,7일,7일,7일,,,,취침전,[  ]원 내 조제,[✓]원 외 처방,비타민C주사,1앰플,1회,1일,,,,,,,,,,1,발급일부터 ( 30 )일간,,,,,
11228496,2025년 01월 31일 - 제 7160 호,전주사랑의원,신지우,063-901-2345,780317-2599286,063-901-2346,K29.7,홍지호,치과의사,제 20382 호,메트포르민정500mg,아스피린정100mg,트리메부틴정100mg,레보세티리진정5mg,타이레놀정500밀리그램,암로디핀정10mg,펙소페나딘정120mg,1정,1정,1정,1정,1정,1정,1정,2회,1회,3회,1회,2회,1회,1회,3일,3일,3일,3일,3일,3일,3일,아침저녁식후,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,,,발급일부터 ( 3 )일간,,,,,
90985636,2025년 10월 09일 - 제 2850 호,울산바른의원,최미래,052-890-1234,781217-1127855,052-890-1235,Z00.0,정도현,한의사,제 81541 호,모사프리드정5mg,,,,,,,1정,,,,,,,3회,,,,,,,30일,,,,,,,매식간,[✓]원 내 조제,[  ]원 외 처방,생리식염수주사,1앰플,1회,1일,비타민B12주사,1앰플,1회,1일,,,,,,2,발급일부터 ( 3 )일간,,,,,
14187214,2025년 06월 17일 - 제 38 호,강릉동인의원,박소연,033-999-0000,740811-1711238,033-999-0001,Z00.0,조다은,한의사,제 84290 호,로라타딘정10mg,메트포르민정1000mg,클로르페니라민정4mg,세팔렉신캡슐500mg,,,,1정,1정,1정,1캡슐,,,,1회,2회,3회,3회,,,,5일,5일,5일,5일,,,,매식간,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,빛을 피해 보관,,발급일부터 ( 7 )일간,,,,,
85306451,2025년 09월 25일 - 제 3653 호,청주오즈코딩의원,송수아,043-123-4567,870224-2470916,043-123-4568,M54.5,양나은,치과의사,제 24416 호,세티리진정10mg,클로르페니라민정4mg,트리메부틴정100mg,,,,,1정,1정,1정,,,,,1회,3회,3회,,,,,5일,5일,5일,,,,,아침저녁식후,[  ]원 내 조제,[✓]원 외 처방,생리식염수주사,1앰플,1회,1일,비타민B12주사,1앰플,1회,1일,,,,,,1,발급일부터 ( 7 )일간,,,,,
52378703,2024년 07월 28일 - 제 8823 호,전주사랑의원,류하은,063-901-2345,740304-2880288,063-901-2346,R05,장민준,한의사,제 37476 호,나프록센정250mg,아지스로마이신정250mg,트리메부틴정100mg,시메티딘정400mg,클로르페니라민정4mg,,,1정,1정,1정,1정,1정,,,2회,1회,3회,2회,3회,,,3일,3일,3일,3일,3일,,,취침전,[  ]원 내 조제,[✓]원 외 처방,비타민C주사,1앰플,1회,1일,,,,,,,,,,6,발급일부터 ( 14 )일간,,,,,
21085682,2024년 12월 22일 - 제 7302 호,제주한라의원,손태민,064-123-4567,840525-1829847,064-123-4568,R05,최다은,치과의사,제 12706 호,로사르탄정50mg,글리메피리드정2mg,레보세티리진정5mg,아목시실린캡슐250mg,,,,1정,1정,1정,1캡슐,,,,1회,1회,1회,3회,,,,5일,5일,5일,5일,,,,매식간,[  ]원 내 조제,[✓]원 외 처방,비타민C주사,1앰플,1회,1일,트라넥삼산주사,1앰플,1회,1일,,,,,,2,발급일부터 ( 14 )일간,,,,,
12121332,2025년 09월 03일 - 제 9106 호,세종스마일의원,강지유,044-777-8888,750515-2350702,044-777-8889,K59.0,강민서,치과의사,제 74610 호,메트포르민정500mg,펙소페나딘정120mg,글리메피리드정2mg,돔페리돈정10mg,,,,1정,1정,1정,1정,,,,2회,1회,1회,3회,,,,3일,3일,3일,3일,,,,매식간,[✓]원 내 조제,[  ]원 외 처방,비타민B12주사,1앰플,1회,1일,리도카인주사,1앰플,1회,1일,덱사메타손주사,1앰플,1회,1일,,6,발급일부터 ( 30 )일간,,,,,
68849793,2024년 08월 03일 - 제 7632 호,대전선병원의원,강소연,042-111-2222,730416-1278930,042-111-2223,K92.1,장하린,한의사,제 14522 호,레보세티리진정5mg,돔페리돈정10mg,레보플록사신정500mg,,,,,1정,1정,1정,,,,,1회,3회,1회,,,,,1일,1일,1일,,,,,"매식(전,간,후) 30분 복용",[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,,4,발급일부터 ( 3 )일간,,,,,
27478476,2025년 10월 30일 - 제 8554 호,서울내과의원,허채원,02-1234-5678,850504-2831206,02-1234-5679,R05,윤지유,한의사,제 55829 호,글리메피리드정2mg,레보플록사신정500mg,아지스로마이신정250mg,타이레놀정500밀리그램,오메프라졸캡슐20mg,모사프리드정5mg,,1정,1정,1정,1정,1캡슐,1정,,1회,1회,1회,3회,1회,3회,,30일,30일,30일,30일,30일,30일,,취침전,[  ]원 내 조제,[✓]원 외 처방,리도카인주사,1앰플,1회,1일,트라넥삼산주사,1앰플,1회,1일,비타민B12주사,1앰플,1회,1일,,6,발급일부터 ( 30 )일간,,,,,
84205994,2025년 09월 08일 - 제 5927 호,대전연세의원,이현준,042-345-6789,880604-2251951,042-345-6780,J06.9,서준혁,치과의사,제 73836 호,메트포르민정1000mg,아목시실린캡슐250mg,타이레놀정500밀리그램,독시사이클린캡슐100mg,이부프로펜정400mg,프레드니솔론정5mg,레보세티리진정5mg,1정,1캡슐,1정,1캡슐,1정,1정,1정,2회,3회,3회,1회,2회,2회,1회,14일,14일,14일,14일,14일,14일,14일,매식전,[  ]원 내 조제,[✓]원 외 처방,덱사메타손주사,1앰플,1회,1일,리도카인주사,1앰플,1회,1일,,,,,,1,발급일부터 ( 14 )일간,,,,,
63047462,2025년 10월 14일 - 제 8201 호,창원성심의원,손도윤,055-555-6666,730506-2783078,055-555-6667,Z00.0,송현준,한의사,제 86011 호,돔페리돈정10mg,암로디핀정5mg,독시사이클린캡슐100mg,오메프라졸캡슐20mg,메트포르민정1000mg,,,1정,1정,1캡슐,1캡슐,1정,,,3회,1회,1회,1회,2회,,,2일,2일,2일,2일,2일,,,"매식(전,간,후) 30분 복용",[  ]원 내 조제,[✓]원 외 처방,페니라민주사,1앰플,1회,1일,온단세트론주사,1앰플,1회,1일,케토롤락주사,1앰플,1회,1일,,,발급일부터 ( 3 )일간,,,,,
54349408,2025년 12월 16일 - 제 3412 호,인천중앙의원,문예린,032-567-8901,520615-2572473,032-567-8902,J31.0,박지민,의사,제 88970 호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[✓]원 내 조제,[  ]원 외 처방,트라넥삼산주사,1앰플,1회,1일,,,,,,,,,빛을 피해 보관,3,발급일부터 ( 30 )일간,,,,,
21874259,2024년 06월 04일 - 제 9555 호,청주오즈코딩의원,홍성준,043-123-4567,570425-1276315,043-123-4568,I10,조지현,한의사,제 41738 호,로라타딘정10mg,레보세티리진정5mg,펙소페나딘정120mg,세티리진정10mg,,,,1정,1정,1정,1정,,,,1회,1회,2회,1회,,,,5일,5일,5일,5일,,,,매식후,[  ]원 내 조제,[✓]원 외 처방,리도카인주사,1앰플,1회,1일,,,,,,,,,빛을 피해 보관,3,발급일부터 ( 3 )일간,,,,,
96765865,2025년 01월 14일 - 제 4482 호,수원메디컬의원,고승현,031-222-3333,770812-2656279,031-222-3334,G43.9,박소연,한의사,제 52673 호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,,1,발급일부터 ( 7 )일간,,,,,
20880419,2025년 12월 20일 - 제 9910 호,세종스마일의원,서하영,044-777-8888,990220-2726087,044-777-8889,J31.0,조준우,치과의사,제 87393 호,세팔렉신캡슐500mg,이부프로펜정400mg,프레드니솔론정5mg,암로디핀정10mg,클로르페니라민정4mg,,,1캡슐,1정,1정,1정,1정,,,3회,3회,3회,1회,3회,,,2일,2일,2일,2일,2일,,,매식후,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,냉장보관,4,발급일부터 ( 7 )일간,,,,,
36209922,2024년 03월 29일 - 제 9013 호,부천중앙의원,이하준,032-333-4444,921225-1266563,032-333-4445,K29.7,문예준,한의사,제 15569 호,오메프라졸캡슐20mg,시메티딘정400mg,아목시실린캡슐500mg,,,,,1캡슐,1정,1캡슐,,,,,1회,2회,3회,,,,,14일,14일,14일,,,,,아침식후,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,,5,발급일부터 ( 14 )일간,,,,,
87580969,2024년 07월 27일 - 제 9537 호,부산가정의학과,허현우,051-234-5678,590814-1501758,051-234-5679,J20.9,안시우,한의사,제 91833 호,메트포르민정500mg,덱사메타손정0.5mg,세팔렉신캡슐500mg,돔페리돈정10mg,로사르탄정50mg,모사프리드정5mg,이부프로펜정400mg,1정,1정,1캡슐,1정,1정,1정,1정,2회,3회,3회,3회,1회,3회,2회,1일,1일,1일,1일,1일,1일,1일,"매식(전,간,후) 30분 복용",[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,빛을 피해 보관,6,발급일부터 ( 30 )일간,,,,,
13373377,2024년 06월 01일 - 제 3257 호,부천중앙의원,고예은,032-333-4444,560914-1125590,032-333-4445,R05,이준우,치과의사,제 54133 호,트리메부틴정100mg,글리메피리드정2mg,로사르탄정50mg,펙소페나딘정120mg,세팔렉신캡슐500mg,암로디핀정10mg,메트포르민정500mg,1정,1정,1정,1정,1캡슐,1정,1정,3회,1회,1회,2회,3회,1회,2회,1일,1일,1일,1일,1일,1일,1일,"매식(전,간,후) 30분 복용",[  ]원 내 조제,[✓]원 외 처방,트라넥삼산주사,1앰플,1회,1일,,,,,,,,,,6,발급일부터 ( 7 )일간,,,,,
50296008,2025년 07월 16일 - 제 9184 호,청주오즈코딩의원,안혜린,043-123-4567,771204-1162722,043-123-4568,J00,박태양,의사,제 55519 호,로사르탄정50mg,아목시실린캡슐500mg,아지스로마이신정250mg,오메프라졸캡슐20mg,로라타딘정10mg,암로디핀정10mg,,1정,1캡슐,1정,1캡슐,1정,1정,,1회,3회,1회,1회,1회,1회,,7일,7일,7일,7일,7일,7일,,아침공복,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,,,발급일부터 ( 7 )일간,,,,,
42903711,2025년 07월 21일 - 제 132 호,창원성심의원,강지성,055-555-6666,911213-2178729,055-555-6667,I10,박도현,한의사,제 45607 호,메트포르민정1000mg,세팔렉신캡슐500mg,트리메부틴정100mg,펙소페나딘정120mg,돔페리돈정10mg,,,1정,1캡슐,1정,1정,1정,,,2회,3회,3회,2회,3회,,,1일,1일,1일,1일,1일,,,아침저녁식후,[  ]원 내 조제,[✓]원 외 처방,부스코판주사,1앰플,1회,1일,,,,,,,,,,6,발급일부터 ( 30 )일간,,,,,
91680400,2025년 06월 03일 - 제 8573 호,목포중앙의원,양재원,061-888-9999,580909-2942215,061-888-9990,Z00.0,오지우,의사,제 80039 호,세팔렉신캡슐500mg,레보플록사신정500mg,덱사메타손정0.5mg,타이레놀정500밀리그램,아목시실린캡슐500mg,로사르탄정50mg,독시사이클린캡슐100mg,1캡슐,1정,1정,1정,1캡슐,1정,1캡슐,3회,1회,3회,2회,3회,1회,2회,3일,3일,3일,3일,3일,3일,3일,취침전,[✓]원 내 조제,[  ]원 외 처방,트라넥삼산주사,1앰플,1회,1일,온단세트론주사,1앰플,1회,1일,,,,,,1,발급일부터 ( 7 )일간,,,,,
11356079,2024년 12월 15일 - 제 4637 호,안산연세의원,정하준,031-444-5555,591017-2837632,031-444-5556,J45.9,장태민,의사,제 60370 호,레보플록사신정500mg,로라타딘정10mg,세팔렉신캡슐500mg,레보세티리진정5mg,암로디핀정10mg,,,1정,1정,1캡슐,1정,1정,,,1회,1회,3회,1회,1회,,,30일,30일,30일,30일,30일,,,아침저녁식후,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,,,발급일부터 ( 3 )일간,,,,,
51899803,2025년 11월 02일 - 제 2476 호,대전선병원의원,양주원,042-111-2222,581015-1968921,042-111-2223,J31.0,윤도현,한의사,제 78222 호,레보플록사신정500mg,글리메피리드정2mg,세팔렉신캡슐500mg,프레드니솔론정5mg,메트포르민정500mg,,,1정,1정,1캡슐,1정,1정,,,1회,1회,3회,2회,2회,,,14일,14일,14일,14일,14일,,,매식간,[✓]원 내 조제,[  ]원 외 처방,부스코판주사,1앰플,1회,1일,,,,,,,,,빛을 피해 보관,5,발급일부터 ( 14 )일간,,,,,
56886449,2025년 05월 03일 - 제 924 호,대전연세의원,박태양,042-345-6789,780410-2942180,042-345-6780,R51,윤도현,의사,제 15233 호,글리메피리드정2mg,덱사메타손정0.5mg,레보플록사신정500mg,아스피린정100mg,시메티딘정400mg,메트포르민정500mg,레보세티리진정5mg,1정,1정,1정,1정,1정,1정,1정,1회,3회,1회,1회,2회,2회,1회,7일,7일,7일,7일,7일,7일,7일,매식전,[✓]원 내 조제,[  ]원 외 처방,부스코판주사,1앰플,1회,1일,리도카인주사,1앰플,1회,1일,생리식염수주사,1앰플,1회,1일,빛을 피해 보관,1,발급일부터 ( 7 )일간,,,,,
57618545,2025년 04월 26일 - 제 7828 호,대전연세의원,허나은,042-345-6789,760315-1787657,042-345-6780,B34.9,홍나은,치과의사,제 61113 호,판토프라졸정40mg,암로디핀정10mg,,,,,,1정,1정,,,,,,1회,1회,,,,,,2일,2일,,,,,,아침식후,[  ]원 내 조제,[✓]원 외 처방,케토롤락주사,1앰플,1회,1일,생리식염수주사,1앰플,1회,1일,,,,,,2,발급일부터 ( 30 )일간,,,,,
75809130,2025년 07월 31일 - 제 7618 호,목포중앙의원,신미래,061-888-9999,791005-2484878,061-888-9990,J45.9,한성준,의사,제 19792 호,아지스로마이신정250mg,글리메피리드정2mg,모사프리드정5mg,독시사이클린캡슐100mg,메트포르민정1000mg,,,1정,1정,1정,1캡슐,1정,,,1회,1회,3회,1회,2회,,,1일,1일,1일,1일,1일,,,아침식후,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,,6,발급일부터 ( 14 )일간,,,,,
91247707,2024년 01월 15일 - 제 1808 호,수원메디컬의원,한성준,031-222-3333,930704-1705416,031-222-3334,G43.9,이재원,의사,제 34130 호,모사프리드정5mg,메트포르민정500mg,로사르탄정50mg,클래리스로마이신정250mg,메트포르민정1000mg,,,1정,1정,1정,1정,1정,,,3회,2회,1회,2회,2회,,,3일,3일,3일,3일,3일,,,매식전,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,,6,발급일부터 ( 7 )일간,,,,,
37383499,2024년 09월 22일 - 제 2101 호,대전선병원의원,남혜린,042-111-2222,880704-2197359,042-111-2223,K35.9,송지성,치과의사,제 49898 호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,,5,발급일부터 ( 7 )일간,,,,,
31632761,2025년 06월 16일 - 제 9125 호,서울내과의원,박수아,02-1234-5678,891015-2143387,02-1234-5679,M54.5,한도현,치과의사,제 81742 호,메트포르민정1000mg,세티리진정10mg,이부프로펜정400mg,,,,,1정,1정,1정,,,,,2회,1회,3회,,,,,2일,2일,2일,,,,,취침전,[✓]원 내 조제,[  ]원 외 처방,비타민B12주사,1앰플,1회,1일,비타민C주사,1앰플,1회,1일,온단세트론주사,1앰플,1회,1일,빛을 피해 보관,4,발급일부터 ( 7 )일간,,,,,
13606570,2024년 12월 10일 - 제 7467 호,대구미래의원,박태민,053-789-0123,691205-1508929,053-789-0124,K29.7,서성준,치과의사,제 74597 호,트리메부틴정100mg,아목시실린캡슐500mg,글리메피리드정2mg,이부프로펜정400mg,암로디핀정5mg,세팔렉신캡슐500mg,덱사메타손정0.5mg,1정,1캡슐,1정,1정,1정,1캡슐,1정,3회,3회,1회,3회,1회,3회,3회,1일,1일,1일,1일,1일,1일,1일,아침공복,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,,1,발급일부터 ( 7 )일간,,,,,
13540050,2025년 08월 14일 - 제 6366 호,서울내과의원,김시우,02-1234-5678,680505-2313650,02-1234-5679,F41.1,권민재,한의사,제 94065 호,판토프라졸정40mg,메트포르민정500mg,로사르탄정50mg,타이레놀정500밀리그램,펙소페나딘정120mg,트리메부틴정100mg,세팔렉신캡슐500mg,1정,1정,1정,1정,1정,1정,1캡슐,1회,2회,1회,3회,2회,3회,3회,30일,30일,30일,30일,30일,30일,30일,자기전,[✓]원 내 조제,[  ]원 외 처방,부스코판주사,1앰플,1회,1일,페니라민주사,1앰플,1회,1일,메토클로프라미드주사,1앰플,1회,1일,빛을 피해 보관,3,발급일부터 ( 7 )일간,,,,,
75822898,2025년 09월 11일 - 제 6985 호,수원365의원,류지유,031-678-9012,931005-1640725,031-678-9013,J45.9,강예은,의사,제 57548 호,나프록센정250mg,세티리진정10mg,이부프로펜정400mg,돔페리돈정10mg,판토프라졸정40mg,오메프라졸캡슐20mg,글리메피리드정2mg,1정,1정,1정,1정,1정,1캡슐,1정,3회,1회,3회,3회,1회,1회,1회,5일,5일,5일,5일,5일,5일,5일,매식전,[✓]원 내 조제,[  ]원 외 처방,생리식염수주사,1앰플,1회,1일,,,,,,,,,,,발급일부터 ( 14 )일간,,,,,
15414976,2025년 09월 09일 - 제 5980 호,부천중앙의원,서지성,032-333-4444,601221-2138460,032-333-4445,L23.9,한지현,의사,제 94353 호,판토프라졸정40mg,,,,,,,1정,,,,,,,1회,,,,,,,1일,,,,,,,매식전,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,,6,발급일부터 ( 3 )일간,,,,,
73386472,2025년 12월 06일 - 제 9908 호,강릉동인의원,박다은,033-999-0000,880308-2101539,033-999-0001,E11.9,조민서,의사,제 50298 호,메트포르민정500mg,이부프로펜정400mg,메트포르민정1000mg,덱사메타손정0.5mg,타이레놀정500밀리그램,아목시실린캡슐250mg,,1정,1정,1정,1정,1정,1캡슐,,2회,3회,2회,3회,3회,3회,,7일,7일,7일,7일,7일,7일,,아침식후,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,,6,발급일부터 ( 14 )일간,,,,,
45353088,2024년 05월 14일 - 제 9487 호,목포중앙의원,심지호,061-888-9999,710318-1980324,061-888-9990,L23.9,김채원,한의사,제 37948 호,독시사이클린캡슐100mg,세티리진정10mg,,,,,,1캡슐,1정,,,,,,2회,1회,,,,,,30일,30일,,,,,,매식간,[✓]원 내 조제,[  ]원 외 처방,비타민C주사,1앰플,1회,1일,페니라민주사,1앰플,1회,1일,비타민B12주사,1앰플,1회,1일,,2,발급일부터 ( 3 )일간,,,,,
40109752,2025년 05월 26일 - 제 6168 호,목포중앙의원,손하영,061-888-9999,520310-2810748,061-888-9990,K92.1,한하영,치과의사,제 38887 호,클래리스로마이신정250mg,독시사이클린캡슐100mg,,,,,,1정,1캡슐,,,,,,2회,2회,,,,,,2일,2일,,,,,,아침저녁식후,[  ]원 내 조제,[  ]원 외 처방,,,,,,,,,,,,,냉장보관,5,발급일부터 ( 7 )일간,,,,,
71297955,2025년 01월 02일 - 제 2592 호,수원365의원,김미래,031-678-9012,570716-2845627,031-678-9013,E11.9,문예린,치과의사,제 21717 호,덱사메타손정0.5mg,세팔렉신캡슐500mg,트리메부틴정100mg,클래리스로마이신정250mg,,,,1정,1캡슐,1정,1정,,,,3회,3회,3회,2회,,,,2일,2일,2일,2일,,,,매식간,[  ]원 내 조제,[✓]원 외 처방,덱사메타손주사,1앰플,1회,1일,,,,,,,,,,4,발급일부터 ( 7 )일간,,,,,
